"Series_reference","Period","Type","Data_value","Lower_CI","Upper_CI","Units","Indicator","Cause","Validation","Population","Age","Severity"
"W_F12A","2008","Single year","10.203291814282","9.28396653512791","11.1226170934361","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2009","Single year","9.48072855839518","8.6058021659367","10.3556549508536","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2010","Single year","10.6294167220425","9.71712486226502","11.5417085818201","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2011","Single year","9.68992499270125","8.83030879011386","10.5495411952886","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2012","Single year","9.8846654244447","9.02784247952264","10.7414883693667","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2013","Single year","8.941712837841","8.1346121097717","9.7488135659103","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2014","Single year","9.79659217511396","8.96683643238355","10.6263479178443","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2015","Single year","9.58595919922126","8.77546475542806","10.3964536430144","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2016","Single year","9.30190620306137","8.51358400103274","10.09022840509","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2017","Single year","9.65835847175222","8.86836905203526","10.4483478914691","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2018","Single year","10.683440142458","9.85382889126001","11.5130513936561","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11C","2000","Single year","194","166.700860614029","221.29913938597","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F11C","2001","Single year","225","195.600540231899","254.3994597681","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F11C","2002","Single year","235","204.954321061704","265.045678938295","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F11C","2003","Single year","266","234.033954790987","297.966045209012","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F11C","2004","Single year","260","228.396530358511","291.603469641488","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F11C","2005","Single year","247","216.1967480822","277.8032519178","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F11C","2006","Single year","303","268.883112353699","337.1168876463","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F11C","2007","Single year","343","306.700959027846","379.299040972153","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F11C","2008","Single year","375","337.04546064355","412.954539356449","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F11C","2009","Single year","360","322.812298061726","397.187701938273","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F11C","2010","Single year","426","385.546799167239","466.453200832761","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F11C","2011","Single year","399","359.84975007159","438.150249928409","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F11C","2012","Single year","429","388.40460821623","469.59539178377","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F11C","2013","Single year","401","361.751751795801","440.248248204198","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F11C","2014","Single year","443","401.747530285236","484.252469714763","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F11C","2015","Single year","463","420.826602769264","505.173397230735","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F11C","2016","Single year","453","411.284525104292","494.715474895708","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F11C","2017","Single year","495","451.393554189276","538.606445810723","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F11C","2018","Single year","555","508.826310029571","601.173689970428","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2000","Single year","96.6322126946737","83.0305185458718","110.233906843475","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2001","Single year","108.155702624942","94.0219376781772","122.289467571707","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2002","Single year","109.672748745041","95.6501672990898","123.695330190992","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2003","Single year","121.366975407218","106.781929457036","135.952021357399","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2004","Single year","116.005502651526","101.904058758292","130.106946544761","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2005","Single year","106.21847913019","92.970963013053","119.465995247328","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2006","Single year","125.55821391336","111.416528989693","139.699898837027","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2007","Single year","137.12361313681","122.601543312213","151.645682961406","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2008","Single year","145.999187239481","131.201148529709","160.797225949252","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2009","Single year","136.095456520687","122.002959644074","150.187953397299","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2010","Single year","155.501808700052","140.687434546523","170.316182853582","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2011","Single year","142.464995346682","128.425822986918","156.504167706446","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2012","Single year","148.804556266782","134.654734340179","162.954378193386","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2013","Single year","136.49310926966","123.062919557757","149.923298981563","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2014","Single year","144.682184895497","131.13511227875","158.229257512244","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2015","Single year","148.076083646342","134.506147686298","161.646019606387","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2016","Single year","139.889894238879","126.926721610537","152.853066867221","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2017","Single year","150.072745410276","136.772786331355","163.372704489196","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2018","Single year","166.930710971415","152.967013126413","180.894408816417","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_M13","2001","Single year","12.0218579234972","10.8985641699014","13.1451516770931","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M13","2002","Single year","11.1640211640211","10.0988668843279","12.2291754437144","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M13","2003","Single year","11.935318275154","10.8505034310242","13.0201331192837","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M13","2004","Single year","10.8977556109725","9.87600610385243","11.9195051180927","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M13","2005","Single year","9.99506416584402","9.02163093963607","10.9684973920519","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M13","2006","Single year","9.64479526393685","8.68880663765119","10.6007838902225","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M13","2007","Single year","10.3766707168894","9.39245070998616","11.3608907237926","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M13","2008","Single year","8.99457861015278","8.07183195298896","9.9173252673166","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M13","2009","Single year","9.71879625061667","8.75914715672325","10.6784453445101","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M13","2010","Single year","9.47914095285115","8.53104681780196","10.4272350879003","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M13","2011","Single year","7.26591760299625","6.43109910221294","8.10073610377957","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M13","2012","Single year","7.95114656031904","7.0786122607597","8.82368085987838","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M13","2013","Single year","6.2346588119784","5.4679262196608","7.00139140429599","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M13","2014","Single year","6.89325035902345","6.09713518945925","7.68936552858765","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M13","2015","Single year","7.38859385823135","6.57906022574317","8.19812749071954","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M13","2016","Single year","7.14916151809355","6.37071156836449","7.92761146782261","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M13","2017","Single year","8.30140485312899","7.47751836182221","9.12529134443577","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M13","2018","Single year","7.88167149358709","7.09025712150774","8.67308586566644","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M14","2001","Single year","1.59550705214117","1.44642667563918","1.74458742864315","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M14","2002","Single year","1.48153869378842","1.34018574783507","1.62289163974176","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
